SDF File Name,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
25,296.201,285.113,296.0620061,112,0,0.42262951,-0.393568836,0.42262951,0.393568836,12.60131771,-4.920006299,12.60131771,0.172148526,2.434771466,608.1362311,15.07698579,9.923893716,9.923893716,9.235400671,5.607784093,5.607784093,4.321889099,4.321889099,2.967547531,2.967547531,1.951402944,1.951402944,-1.65,24479.34656,14.75275357,5.035210165,2.619411803,108.7861552,14.94991774,17.89531905,0,0,5.559266895,11.86604192,14.34561535,4.794537184,13.17124514,0,0,0,12.61766519,12.71084835,28.12116289,0,0,9.551078169,0,31.03295409,6.606881965,32.59837972,0,0,11.24901029,13.17124514,0,0,38.5789477,10.91316147,0,18.21217429,15.78591794,0,0,0,104.55,48.03147621,27.86684691,0,6.420821623,10.76394322,0,0,4.983978521,0,0,9.843390349,0,0,0,0,0,0,0,0,38.34869851,34.90130149,0.6,20,3,7,0,1,1,0,1,1,6,3,10,2,0,1,1,2,-0.8039,57.9443,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,279.68,265.568,279.0621982,102,0,0.351212694,-0.393566854,0.393566854,0.351212694,11.51087065,-1.309931028,11.51087065,0,1.62E-06,467.7614839,12.57698579,9.209371514,10.0258681,8.040912558,5.014304277,5.014304277,3.771107925,3.771107925,2.642834144,2.642834144,1.72937357,1.72937357,-1.19,7816.794256,14.8694884,5.63363179,2.47088239,108.0503025,25.79011262,24.12976194,6.227901171,0,0,5.689743398,4.567099648,4.794537184,4.983978521,12.40703316,0,6.066367068,6.196843572,6.606881965,20.05644514,18.22489594,0,9.551078169,0,24.53980033,12.34054944,22.74749122,0,0,11.42341088,5.817862778,0,12.40703316,49.78944148,4.736862954,0,6.227901171,17.05774782,0,0,0,130.83,36.8364257,15.00759197,0,18.22489594,0,4.567099648,12.26321064,0,0,4.983978521,15.57705783,0,0,0,0,0,0,0,0,1.013796296,50.65287037,0.555555556,18,5,8,0,1,1,0,1,1,8,4,9,2,0,1,1,2,-2.1412,63.1668,0,3,3,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,425.514,402.33,425.1521606,156,0,0.24923679,-0.297067731,0.297067731,0.24923679,12.00538955,-2.86212246,12.00538955,0.011739121,1.333006373,1185.109817,20.7169677,16.49039717,17.30689375,14.46625961,10.15563428,11.97700149,8.004850419,10.3084871,5.635820914,7.244986221,3.681947567,4.958810779,-2.78,13354833.87,19.19940183,7.479471064,4.079546216,174.3838403,0,0,15.48443036,11.85551901,0,0,15.01123552,12.93319488,4.983978521,5.098681808,30.33183534,30.53782887,31.11562676,17.19963521,13.21233417,27.33994937,0,19.49796795,5.917906046,19.38639965,29.91200863,48.02802097,0,11.25737949,5.316788604,5.948339281,0,0,58.41816469,21.17654673,5.917906046,18.40509474,42.46456948,0,16.90455671,0,96.67,9.837253136,13.21233417,0,23.33079299,24.68502931,36.20723063,0,4.515397894,30.33183534,32.4320928,0,0,-2.86212246,0,0,0,0,0,0,24.92521298,48.18690948,0.380952381,30,1,8,1,1,2,1,2,3,7,1,9,5,1,1,2,5,1.9752,113.7075,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
28,478.876,460.732,478.057705,168,0,0.425601369,-0.372824471,0.425601369,0.372824471,12.79518472,-5.229198564,12.79518472,0.142904528,2.315256949,1114.35344,23.7756564,16.48897842,18.06140395,14.08525965,8.556800724,10.41792844,6.893143341,9.250026085,4.31092235,6.390935659,2.308056018,3.887287222,-2.63,2672680.404,24.63774963,8.481805076,4.997831777,180.8953367,15.32322573,0,0,15.43830395,11.81435946,6.176298517,9.589074368,8.417796984,13.17124514,0,11.60093989,49.38830668,19.65879546,20.50098654,36.28464389,38.93993876,0,4.899909731,0,28.49205348,19.41213257,53.05065428,0,0,5.316788604,18.85863142,0,11.60093989,56.11128686,14.63179032,0,17.28172588,52.25553643,5.022633314,0,0,103.78,27.52178219,36.28464389,0,38.89535496,0,18.19910121,29.165378,14.09534397,5.316788604,0,11.60093989,0,1.868236703,0,0,0,0,0,0,63.9027201,35.92348764,0.263157895,31,2,7,0,0,0,2,0,2,5,2,12,5,0,0,0,2,3.1264,106.6718,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,450.915,423.699,450.1445309,168,0,0.124124732,-0.487940456,0.487940456,0.124124732,10.39967829,-1.423296414,10.39967829,0.093067265,1.485778296,866.7287504,21.95745468,16.93265113,17.68858008,14.9567288,10.38164906,10.75961354,8.024510536,8.431710662,5.799160372,6.167888095,3.988297048,4.17266091,-1.71,14348302.17,22.48273681,9.832538537,5.03938406,185.3120352,34.63669844,42.37331016,0,0,0,0,0,0,0,0,35.86640816,41.3102773,11.44345494,19.82064589,34.63669844,11.60093989,0,0,0,49.46544157,19.82064589,64.17755727,0,5.749511833,4.736862954,0,5.749511833,11.60093989,70.76658741,15.89454753,0,29.21514249,42.46456948,5.022633314,0,0,108.61,37.1267139,20.42610958,0,6.103966388,23.61378839,29.9041184,0,12.13273414,30.33183534,0,25.81152875,0,6.402583167,0,0,0,0,0,0,0,70.04186128,0.47826087,31,4,7,0,2,2,2,0,2,7,4,8,6,0,2,2,4,1.6134,113.2722,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,392.499,364.275,392.2099928,152,0,0.260657339,-0.507572841,0.507572841,0.260657339,12.93816527,-0.508878023,12.93816527,0.030506385,2.081534231,1145.470233,21.56011345,17.80516206,17.80516206,13.39188398,9.691256165,9.691256165,9.446123291,9.446123291,5.033030929,5.033030929,3.438744368,3.438744368,-3.08,1593008.547,20.64905805,7.066280832,4.040615093,170.341429,15.40729452,11.31296332,0,5.428790392,5.907179729,0,9.589074368,0,0,0,53.67515734,40.15598513,28.85352185,0,9.901064579,22.49749094,0,4.983978521,0,52.37240414,5.316788604,69.50872803,0,5.749511833,10.745579,5.687386275,5.749511833,0,15.99768565,10.82998094,0,63.02731486,47.38958317,0,10.90292493,0,82.19,5.907179729,14.69560176,0,27.57173466,16.59031121,11.12690298,6.196843572,24.26546827,53.67515734,10.30076712,0,0,0,0,0,0,0,0,0,0,68.5,0.333333333,29,3,5,0,0,0,2,1,3,3,3,5,2,0,0,0,3,5.081,118.0287,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,586.689,548.385,586.2791349,226,0,0.414728189,-0.458197728,0.458197728,0.414728189,13.58117294,-1.863973748,13.58117294,0.095133029,1.163284424,1685.119955,29.87973993,24.85644893,24.85644893,20.8170488,15.65470636,15.65470636,12.2359104,12.2359104,9.965617272,9.965617272,7.470643971,7.470643971,-3.76,8813764338,28.03622737,10.74900395,4.534533167,249.7555627,28.94717241,12.3563938,5.601050811,0,5.559266895,12.06254536,4.794537184,14.57305289,0,0,20.26829602,81.44336231,35.64448084,29.0127646,24.16932767,22.96547029,0,19.35089763,0,83.58775577,26.17902562,56.87307832,0,17.13736782,10.29612985,4.794537184,5.749511833,0,68.74083684,34.70491094,0,74.6262101,29.06000546,0,22.29078092,0,114.2,11.5703561,19.49013895,0,24.68021055,60.36120248,34.87147116,32.35197768,23.62357098,17.03264387,11.82364693,14.45770443,0,0,0,0,0,0,0,0,1.651016702,95.43231663,0.515151515,43,1,10,0,4,4,1,2,3,9,1,10,4,0,2,2,7,4.0911,159.9458,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
32,329.831,309.671,329.1294899,120,0,0.169677308,-0.346917472,0.346917472,0.169677308,13.03451436,0,13.03451436,0,1.56E-06,877.6543974,15.26722023,13.3209096,14.13740618,10.6647038,7.747799186,7.747799186,6.124526497,6.124526497,4.915714831,4.915714831,3.668198875,3.668198875,-2.07,209851.3968,15.81159626,5.853442484,2.375916823,141.0914527,9.134199296,5.824404498,5.783244946,0,0,0,4.794537184,4.983978521,0,12.40703316,18.19910121,25.83174751,54.064326,0,4.794537184,29.09320304,0,14.11817782,12.96557803,26.31013685,0,53.7409394,0,0,0,0,0,12.40703316,19.90142276,20.01325001,12.84164325,28.29714279,36.65915542,0,10.90292493,0,39.82,0,4.794537184,0,24.10818415,0,41.67718057,5.693927995,6.196843572,25.25331491,33.29858394,0,0,0,0,0,0,0,0,0,4.263832042,41.56950129,0.333333333,23,0,4,1,0,1,1,2,3,4,0,5,2,0,0,0,4,3.55032,93.2725,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,337.351,317.191,337.1437843,130,0,0.41431651,-0.442045997,0.442045997,0.41431651,14.44791399,-0.538079124,14.44791399,0.189437532,1.692165277,633.7485799,17.10408353,13.45742659,13.45742659,11.5417139,7.891994736,7.891994736,5.78859462,5.78859462,4.047468084,4.047468084,2.820652008,2.820652008,-2.35,354672.9581,16.50576747,7.04165962,3.587168117,138.8543615,19.69042424,11.92118723,0,5.907179729,0,6.093240071,9.694446915,9.184952232,0,0,0,18.19910121,20.01325001,37.67804929,23.45321532,23.37519235,0,5.316788604,0,13.02770359,49.19260901,24.01632205,0,0,15.11660807,20.55972478,0,0,57.49717574,14.26826309,5.817220841,6.9237372,18.19910121,0,0,0,71.11,12.19720646,13.97948942,0,24.81391338,37.67804929,0,17.890014,12.13273414,4.899909731,5.316788604,9.473725908,0,0,0,0,0,0,0,0,14.44791399,47.71875268,0.5,24,1,7,0,2,2,1,0,1,5,1,8,4,0,2,2,3,1.1236,85.7307,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,585.658,546.346,585.2798632,228,0,0.255449889,-0.507736913,0.507736913,0.255449889,14.04727194,-2.727207179,14.04727194,0.001575461,1.891814833,1454.451448,31.63494553,24.82434642,24.82434642,19.32201664,13.58237303,13.58237303,12.6531576,12.6531576,8.232396435,8.232396435,6.325993311,6.325993311,-3.94,586754689.2,31.00571308,10.40334426,4.803572848,243.210678,41.693264,22.84094611,11.38429576,11.69042468,5.907179729,0,24.07805847,0,0,0,0,65.25592342,36.81266607,23.837435,39.60425832,40.51478677,0,10.21669833,17.56947957,50.79467174,44.95214267,34.09864398,0,5.749511833,21.26715442,11.37477255,5.749511833,0,100.6241299,25.59897036,11.83581209,38.31893621,22.971741,0,5.759164872,0,205.76,69.70049919,39.60425832,0,41.7492672,11.25083777,0,4.899909731,39.15696473,20.7712116,10.63357721,5.733667477,0,0,0,0,0,0,0,0,0,113.6666667,0.517241379,42,8,13,3,0,3,1,0,1,11,7,13,6,1,0,1,4,0.3566,154.957,0,3,2,0,0,0,0,1,0,0,4,4,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,452.595,416.307,452.2675076,178,0,0.338977967,-0.492966228,0.492966228,0.338977967,13.07138283,-1.040954927,13.07138283,0.083072641,1.795905739,950.8875824,23.79431797,19.97217873,19.97217873,15.88424915,12.00886179,12.00886179,9.101626651,9.101626651,5.992199249,5.992199249,4.499103391,4.499103391,-3.02,20588512.5,24.61906029,11.72960403,6.731571818,196.4973169,20.06008868,11.31296332,0,5.907179729,0,5.969305288,4.794537184,4.794537184,0,0,38.11294267,67.85093393,18.77689909,19.06954442,19.43246472,17.56387129,0,5.316788604,5.917906046,58.91716054,24.59630451,59.15492395,0,5.749511833,14.95356129,5.687386275,5.749511833,0,36.67940719,11.21535881,5.917906046,73.98123058,42.46456948,0,0,0,78.87,5.969305288,14.69560176,0,23.93329367,18.27429984,30.63723742,31.01621821,19.05647134,6.066367068,42.26327394,4.736862954,0,0,0,0,0,0,0,0,0,74.33333333,0.481481481,33,2,6,0,1,1,2,0,2,4,2,6,10,0,1,1,3,5.2199,131.119,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,419.869,397.693,419.1360319,154,0,0.289167651,-0.492842072,0.492842072,0.289167651,12.40053259,-0.110717481,12.40053259,0,2.40E-06,1003.502185,19.67299763,16.12262457,16.93912116,13.60088675,8.873964747,8.873964747,6.389738023,6.389738023,4.800418405,4.800418405,3.273657033,3.273657033,-3.2,3978710.074,20.53210496,8.438888889,3.858919314,173.3538146,29.42436378,5.817862778,17.25927109,5.948339281,5.907179729,0,4.794537184,4.983978521,4.983978521,12.40703316,0,18.19910121,37.63161691,25.9994588,18.68541403,40.98333988,0,14.86786677,0,0,51.03219791,36.28887869,0,11.49902367,20.10730312,11.76620206,11.49902367,12.40703316,61.17366721,0,0,10.5547846,34.94578221,0,10.90292493,0,106.95,0,4.794537184,0,18.31421289,66.1074237,0,6.263162996,43.38497309,4.899909731,9.967957042,19.62454432,0,0,0,0,0,0,0,0,5.196483886,59.63684945,0.315789474,29,2,9,0,1,1,1,2,3,8,1,10,4,0,1,1,4,2.2064,111.1269,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,285.235,273.139,285.0873321,108,0,0.312177239,-0.393566854,0.393566854,0.312177239,13.22259795,-1.315924981,13.22259795,0.03225907,2.070664128,649.8548136,14.43879311,10.08791633,10.08791633,9.524075805,5.806173184,5.806173184,4.430788073,4.430788073,3.21241152,3.21241152,2.206802001,2.206802001,-1.88,48948.28905,13.11927275,4.593615691,1.810216161,111.0116955,25.79011262,18.31189916,23.20964189,0,0,6.078173847,4.567099648,4.983978521,14.35837209,0,0,0,0,12.93420204,24.44686019,16.98174072,0,19.51903521,0,24.53980033,12.34054944,12.40549392,0,0,5.733667477,10.20827783,0,0,59.75739852,4.736862954,6.078173847,6.227901171,6.327320075,0,11.16387794,0,139.54,37.22485615,14.60346984,0,16.98174072,0,0,10.89441972,0,0,14.95193556,15.57705783,0,0,0,0,0,0,0,0,14.45870906,45.54129094,0.5,20,5,9,0,1,1,0,2,2,9,4,10,2,0,1,1,3,-1.8409,62.7028,0,3,3,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,612.75,575.454,612.2200031,226,0,0.261427323,-0.369158037,0.369158037,0.261427323,13.51475891,-3.666666667,13.51475891,0.019938982,5.07E-07,1670.870796,31.55167728,24.25929445,25.89228762,18.42065342,12.26665534,15.96327858,11.68798208,14.62006248,5.042218995,5.042218995,3.519119023,3.519119023,-3.4,188651284.5,33.80456925,12.22417777,11.18110219,239.303216,10.717646,17.15832606,5.647177221,5.948339281,20.23625372,0,13.6725994,19.34235061,16.83559397,0,41.5424232,41.81319288,17.52319837,29.59332235,30.33150876,37.34847094,0,24.50301373,5.414990469,53.50217007,18.24520584,48.03982775,0,22.64523548,5.733667477,10.33875433,0,0,62.95564581,32.19600059,11.23221131,47.3668277,36.39820241,0,33.80911341,0,194.15,20.23625372,21.22600902,0,16.64720178,25.00463405,39.63351791,12.13273414,12.13273414,16.69983378,51.51038024,24.80712427,0,-7.333333333,0,0,0,0,0,0,67.20666224,54.46000443,0.423076923,41,5,12,0,0,0,1,3,4,9,4,15,3,0,0,0,4,4.5613,158.0163,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,361.442,334.226,361.2001563,142,0,0.249246412,-0.383003385,0.383003385,0.249246412,12.66972555,-1.18368351,12.66972555,0.19070216,2.13208154,689.1167355,19.43035694,15.65218778,15.65218778,12.21812181,8.835958093,8.835958093,7.069338093,7.069338093,4.644573736,4.644573736,2.869062913,2.869062913,-2.41,460440.1305,19.9087203,8.313148521,4.403785439,153.3081775,20.64001433,18.18764805,0,17.72153919,0,0,14.38361155,0,0,0,38.11294267,30.38936785,13.59242839,0,19.49013895,17.72153919,0,15.53348694,5.917906046,45.37968127,13.59242839,35.39237126,0,0,10.63357721,0,0,0,53.46621192,20.80443318,5.917906046,37.93995541,24.26546827,0,0,0,98.74,30.0020075,19.49013895,0,11.82508578,6.544756406,17.54772461,6.9237372,25.79505611,24.26546827,10.63357721,0,0,0,0,0,0,0,0,0,0,66.66666667,0.526315789,26,3,7,0,1,1,1,0,1,4,3,7,5,0,0,0,2,0.38,97.1162,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,461.668,409.252,461.3633958,186,0,0.267642889,-0.756114374,0.756114374,0.267642889,11.99873061,-4.149576075,11.99873061,0.208075757,1.830898391,462.4383444,22.84080624,20.95401303,21.84844022,14.84606521,13.30516022,14.76575371,10.27145109,11.63489568,6.638266975,7.693410213,4.388021078,5.377552265,0.07,4117629.476,29.10218539,17.53306077,17.24142198,193.0327707,18.42393678,0,0,0,7.822697123,0,4.565048285,0,0,0,103.2360615,6.420821623,12.84164325,39.89570513,22.98898507,7.822697123,0,0,0,128.6024928,33.79173874,0,0,0,4.893411603,0,0,7.822697123,44.37873599,13.61254261,0,122.4985264,0,0,0,0,58.59,7.822697123,9.458459888,0,12.71084835,0,43.25583016,89.89150272,0,0,21.01908117,9.047494323,0,0,0,0,0,0,0,0,23.27710856,38.86178033,1,31,0,5,0,1,1,0,0,0,4,0,6,20,0,1,1,1,6.9883,129.0539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0
41,484.004,453.764,483.2149509,180,0,0.263110189,-0.367740192,0.367740192,0.263110189,13.32949847,-0.247639588,13.32949847,0,2.74E-06,1246.896542,22.94901851,19.50441844,20.32091503,16.02487714,11.64218531,11.64218531,8.864198996,8.864198996,6.720289528,6.720289528,4.993424931,4.993424931,-3.04,53698339.43,24.09623594,10.06686083,4.496200587,203.9620638,15.53348694,11.46504,5.783244946,5.948339281,5.559266895,0,14.15617402,9.967957042,4.983978521,12.40703316,12.84164325,44.38530327,43.80393424,17.44768134,4.794537184,46.67726788,0,24.83582381,0,45.57260172,36.39572396,46.00712834,0,0,21.09275383,17.45358833,0,12.40703316,51.48130578,0,6.9237372,54.57030469,29.32095846,0,11.03340144,0,105.04,0,9.589074368,0,35.35483732,22.97683077,62.9359226,6.9237372,17.68768042,18.32957771,25.50144398,4.983978521,0,0,0,0,0,0,0,0,1.722068502,70.61126483,0.458333333,34,2,9,1,1,2,0,3,3,9,2,10,5,1,1,2,5,3.38762,135.8949,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
42,624.43,600.238,624.1121798,214,0,1,-0.789809859,1,0.789809859,14.65231353,-5.409978552,14.65231353,0,3.08E-06,1471.778956,29.24191173,23.88212519,28.77655238,18.8450169,11.40117737,12.86177086,8.623371933,9.775998014,5.476685971,5.908383791,3.684906785,3.941798195,-2.24,419752175.8,35.95386321,14.48882493,8.225675564,283.8374603,48.45664768,12.54867953,40.30253271,11.69785111,5.907179729,59.11457207,9.694446915,14.35837209,4.983978521,0,0,25.98020854,17.82012041,35.34893332,106.1225948,42.81919074,0,14.95193556,0,19.44852521,43.59369631,36.27953269,0,22.99804733,103.382334,33.47972894,22.99804733,7.822697123,54.52037547,13.88333263,5.817220841,13.8474744,30.46231185,0,0,0,192.38,31.87896525,23.53682372,0,88.26601151,22.93592177,11.0967533,47.30960116,12.13273414,0,30.10925993,18.94745182,0,0,0,0,0,0,0,0,29.98994425,81.39894464,0.304347826,42,2,15,0,1,1,1,2,3,14,2,19,10,0,0,0,4,-4.1615,134.6419,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
